opportunity_id,account_name,rep_name,manager,rep_tier,stage,industry,region,product,deal_value,created_date,close_date,time_to_close_days,last_activity_date,calls_made,emails_sent,meetings_held,forecast_close_rate,actual_close_rate,fiscal_year,fiscal_quarter
OPP-043463,Account_05180,Rep_015,Manager_01,Mid,Qualification,Energy,EMEA,Starter Pack,18626.28,2023-02-23,2023-06-21,118,2023-06-06,3,30,6,0.4976,0.5105,2023,1
OPP-043464,Account_02333,Rep_013,Manager_06,Mid,Decision Makers,Logistics,LATAM,Support Bundle,20074.64,2023-11-12,2024-01-12,61,2023-12-02,3,24,8,0.543,0.5002,2023,4
OPP-043465,Account_00645,Rep_049,Manager_07,Low,Prospecting,Education,APAC,Support Bundle,10987.94,2023-03-25,2023-07-21,118,2023-07-14,10,27,3,0.3599,0.2665,2023,1
OPP-043466,Account_01495,Rep_033,Manager_05,Low,Negotiation/Review,Technology,APAC,Starter Pack,12028.57,2024-09-08,2024-10-17,39,2024-10-09,4,18,4,0.3741,0.2946,2024,3
OPP-043467,Account_07410,Rep_019,Manager_05,Mid,Qualification,Media,North America,Add-On Services,15146.05,2024-05-25,2024-09-08,106,2024-06-05,5,29,5,0.5214,0.5544,2024,2
OPP-043468,Account_06468,Rep_014,Manager_07,Mid,Prospecting,Real Estate,EMEA,Add-On Services,30520.84,2024-02-14,2024-06-10,117,2024-04-04,11,19,0,0.5083,0.4199,2024,1
OPP-043469,Account_05109,Rep_014,Manager_07,Mid,Decision Makers,Finance,APAC,Pro Plan,36976.78,2022-11-03,2022-12-28,55,2022-12-15,14,16,0,0.5371,0.5552,2022,4
OPP-043470,Account_04979,Rep_026,Manager_05,Mid,Qualification,Media,APAC,Support Bundle,7713.03,2022-03-31,2022-06-19,80,2022-05-19,5,12,3,0.5361,0.4048,2022,1
OPP-043471,Account_00481,Rep_002,Manager_02,Top,Closed Lost,Media,LATAM,Starter Pack,12947.01,2023-03-11,2023-03-31,20,2023-03-14,19,13,6,0.6932,0.6829,2023,1
OPP-043472,Account_02949,Rep_036,Manager_01,Low,Decision Makers,Education,North America,Starter Pack,5130.43,2022-04-21,2022-07-08,78,2022-06-11,2,33,1,0.3893,0.315,2022,2
OPP-043473,Account_02214,Rep_034,Manager_06,Low,Qualification,Finance,LATAM,Enterprise Suite,115507.1,2022-10-21,2023-03-04,134,2023-01-11,6,32,7,0.3962,0.2874,2022,4
OPP-043474,Account_05394,Rep_003,Manager_03,Top,Needs Analysis,Education,LATAM,Enterprise Suite,100050.03,2023-12-05,2024-01-29,55,2023-12-25,11,5,6,0.741,0.6135,2023,4
OPP-043475,Account_02586,Rep_040,Manager_05,Low,Qualification,Media,North America,Professional Services,59561.95,2023-09-07,2023-12-08,92,2023-11-28,14,11,7,0.4117,0.4467,2023,3
OPP-043476,Account_03817,Rep_020,Manager_06,Mid,Needs Analysis,Finance,APAC,Add-On Services,24943.28,2024-10-23,2024-12-17,55,2024-11-05,5,5,2,0.5123,0.4828,2024,4
OPP-043477,Account_07422,Rep_003,Manager_03,Top,Closed Won,Technology,LATAM,Add-On Services,24995.61,2022-05-18,2022-06-02,15,2022-05-23,4,10,1,0.6952,0.6974,2022,2
OPP-043478,Account_04687,Rep_023,Manager_02,Mid,Closed Won,Logistics,EMEA,Enterprise Suite,170657.31,2024-08-15,2024-09-06,22,2024-09-06,16,24,6,0.5168,0.4581,2024,3
OPP-043479,Account_05048,Rep_029,Manager_01,Mid,Proposal/Price Quote,Energy,LATAM,Support Bundle,6510.5,2023-10-04,2023-11-07,34,2023-11-06,11,9,7,0.5145,0.4722,2023,4
OPP-043480,Account_00342,Rep_024,Manager_03,Mid,Value Proposition,Finance,APAC,Starter Pack,17098.38,2024-11-04,2024-12-21,47,2024-12-21,18,33,7,0.4831,0.4641,2024,4
OPP-043481,Account_04117,Rep_017,Manager_03,Mid,Needs Analysis,Education,APAC,Professional Services,66099.61,2022-09-05,2022-12-01,87,2022-09-14,5,6,8,0.477,0.4088,2022,3
OPP-043482,Account_01096,Rep_003,Manager_03,Top,Closed Lost,Technology,EMEA,Professional Services,34667.74,2022-04-04,2022-04-18,14,2022-04-07,9,9,1,0.742,0.6654,2022,2
OPP-043483,Account_01194,Rep_016,Manager_02,Mid,Needs Analysis,Education,LATAM,Support Bundle,14833.81,2024-01-31,2024-03-26,55,2024-03-25,14,25,1,0.4879,0.4636,2024,1
OPP-043484,Account_02055,Rep_044,Manager_02,Low,Prospecting,Finance,EMEA,Support Bundle,16372.59,2024-04-06,2024-10-26,203,2024-08-11,5,27,8,0.3783,0.2505,2024,2
OPP-043485,Account_07140,Rep_018,Manager_04,Mid,Closed Lost,Education,North America,Support Bundle,20371.71,2022-09-12,2022-10-10,28,2022-09-16,2,11,2,0.4801,0.3377,2022,3
OPP-043486,Account_01061,Rep_020,Manager_06,Mid,Qualification,Energy,EMEA,Support Bundle,16889.36,2022-08-27,2022-12-13,108,2022-11-04,4,8,8,0.5485,0.6223,2022,3
OPP-043487,Account_07126,Rep_034,Manager_06,Low,Decision Makers,Technology,North America,Add-On Services,16098.25,2024-09-07,2024-11-02,56,2024-09-08,7,30,5,0.3657,0.28,2024,3
OPP-043488,Account_02857,Rep_010,Manager_03,Top,Value Proposition,Healthcare,LATAM,Add-On Services,15968.81,2023-07-02,2023-08-23,52,2023-07-11,3,13,5,0.6679,0.6555,2023,3
OPP-043489,Account_05528,Rep_018,Manager_04,Mid,Qualification,Finance,LATAM,Pro Plan,63919.87,2024-03-11,2024-05-23,73,2024-04-28,17,32,0,0.55,0.5567,2024,1
OPP-043490,Account_02296,Rep_005,Manager_05,Top,Needs Analysis,Energy,APAC,Enterprise Suite,144960.43,2024-07-06,2024-08-27,52,2024-07-20,5,23,7,0.7396,0.5898,2024,3
OPP-043491,Account_00787,Rep_015,Manager_01,Mid,Needs Analysis,Healthcare,LATAM,Enterprise Suite,157985.73,2022-10-13,2022-12-08,56,2022-11-16,3,34,4,0.4705,0.3559,2022,4
OPP-043492,Account_03187,Rep_046,Manager_04,Low,Closed Won,Education,LATAM,Pro Plan,25595.11,2023-02-22,2023-03-18,24,2023-03-15,16,17,4,0.3544,0.2387,2023,1
OPP-043493,Account_00238,Rep_019,Manager_05,Mid,Prospecting,Logistics,APAC,Starter Pack,13744.87,2023-07-12,2023-12-24,165,2023-08-29,12,13,5,0.5468,0.4542,2023,3
OPP-043494,Account_05082,Rep_022,Manager_01,Mid,Qualification,Energy,LATAM,Professional Services,84263.82,2024-11-09,2024-12-31,109,2024-11-23,17,20,0,0.5482,0.5644,2024,4
OPP-043495,Account_04016,Rep_047,Manager_05,Low,Prospecting,Media,EMEA,Add-On Services,24102.53,2022-08-19,2023-02-22,187,2023-02-09,11,17,1,0.3749,0.3467,2022,3
OPP-043496,Account_05932,Rep_003,Manager_03,Top,Negotiation/Review,Education,EMEA,Support Bundle,10830.21,2022-10-15,2022-11-02,18,2022-10-20,16,18,6,0.732,0.585,2022,4
OPP-043497,Account_07418,Rep_023,Manager_02,Mid,Closed Lost,Technology,LATAM,Enterprise Suite,143071.48,2024-08-24,2024-09-18,25,2024-08-27,18,3,6,0.5697,0.53,2024,3
OPP-043498,Account_04181,Rep_009,Manager_02,Top,Value Proposition,Energy,LATAM,Support Bundle,6820.0,2024-06-18,2024-08-08,51,2024-06-26,15,25,0,0.7113,0.7052,2024,2
OPP-043499,Account_00503,Rep_043,Manager_01,Low,Closed Lost,Media,EMEA,Add-On Services,12475.25,2023-08-19,2023-09-16,28,2023-08-21,20,30,2,0.4155,0.2772,2023,3
OPP-043500,Account_00950,Rep_013,Manager_06,Mid,Prospecting,Finance,APAC,Starter Pack,17754.07,2024-08-23,2024-12-31,161,2024-11-12,14,27,2,0.5419,0.3713,2024,3
OPP-043501,Account_06495,Rep_028,Manager_07,Mid,Qualification,Media,EMEA,Add-On Services,11192.3,2022-07-22,2022-10-24,94,2022-10-21,5,11,8,0.4716,0.4829,2022,3
OPP-043502,Account_06668,Rep_013,Manager_06,Mid,Prospecting,Technology,LATAM,Enterprise Suite,68338.14,2022-02-08,2022-07-07,149,2022-05-03,20,34,5,0.5304,0.5949,2022,1
OPP-043503,Account_04768,Rep_011,Manager_04,Mid,Closed Won,Real Estate,LATAM,Enterprise Suite,142304.7,2024-11-23,2024-12-09,16,2024-12-02,15,13,8,0.5708,0.4859,2024,4
OPP-043504,Account_06855,Rep_031,Manager_03,Low,Negotiation/Review,Technology,APAC,Add-On Services,16115.48,2024-06-03,2024-07-02,29,2024-06-21,2,3,4,0.4133,0.3524,2024,2
OPP-043505,Account_00855,Rep_006,Manager_06,Top,Needs Analysis,Media,LATAM,Add-On Services,9782.19,2022-10-05,2022-12-06,62,2022-10-25,18,19,4,0.7575,0.7804,2022,4
OPP-043506,Account_01963,Rep_008,Manager_01,Top,Value Proposition,Logistics,APAC,Starter Pack,6513.01,2024-11-23,2024-12-31,49,2024-12-22,4,24,7,0.7321,0.4769,2024,4
OPP-043507,Account_04558,Rep_045,Manager_03,Low,Proposal/Price Quote,Healthcare,APAC,Enterprise Suite,136809.82,2024-06-23,2024-09-14,83,2024-07-01,6,35,4,0.3509,0.2308,2024,2
OPP-043508,Account_06287,Rep_022,Manager_01,Mid,Prospecting,Real Estate,EMEA,Pro Plan,59860.26,2024-08-12,2024-11-23,103,2024-11-07,10,24,3,0.5033,0.5368,2024,3
OPP-043509,Account_03996,Rep_001,Manager_01,Top,Proposal/Price Quote,Healthcare,EMEA,Professional Services,109836.12,2024-01-29,2024-02-25,27,2024-02-12,3,12,6,0.7241,0.7637,2024,1
OPP-043510,Account_02129,Rep_034,Manager_06,Low,Prospecting,Retail,APAC,Support Bundle,17086.87,2023-02-27,2023-07-15,138,2023-04-26,4,9,4,0.414,0.3476,2023,1
OPP-043511,Account_02767,Rep_026,Manager_05,Mid,Proposal/Price Quote,Energy,LATAM,Starter Pack,6478.3,2023-04-10,2023-06-09,60,2023-05-02,20,23,2,0.5136,0.3986,2023,2
OPP-043512,Account_01703,Rep_024,Manager_03,Mid,Prospecting,Energy,APAC,Starter Pack,10218.52,2024-03-21,2024-07-04,105,2024-06-19,13,19,4,0.523,0.4226,2024,1
OPP-043513,Account_04900,Rep_003,Manager_03,Top,Closed Lost,Technology,North America,Add-On Services,18449.69,2022-04-18,2022-05-05,17,2022-04-27,7,25,3,0.6823,0.7178,2022,2
OPP-043514,Account_00800,Rep_021,Manager_07,Mid,Value Proposition,Retail,APAC,Professional Services,64348.11,2023-08-17,2023-10-30,74,2023-10-09,10,17,2,0.5282,0.3793,2023,3
OPP-043515,Account_02524,Rep_015,Manager_01,Mid,Prospecting,Real Estate,APAC,Starter Pack,15402.68,2022-08-23,2023-01-23,153,2022-08-24,16,5,4,0.5654,0.5896,2022,3
OPP-043516,Account_03222,Rep_034,Manager_06,Low,Value Proposition,Technology,North America,Starter Pack,10180.32,2023-09-01,2023-11-28,88,2023-10-05,2,22,4,0.3682,0.249,2023,3
OPP-043517,Account_06037,Rep_021,Manager_07,Mid,Needs Analysis,Logistics,APAC,Professional Services,109995.78,2022-07-31,2022-10-25,86,2022-09-11,10,22,7,0.5371,0.4467,2022,3
OPP-043518,Account_05698,Rep_022,Manager_01,Mid,Qualification,Real Estate,North America,Pro Plan,47026.2,2024-11-26,2024-12-31,123,2025-02-16,17,4,2,0.5184,0.373,2024,4
OPP-043519,Account_03614,Rep_010,Manager_03,Top,Decision Makers,Media,North America,Support Bundle,11460.49,2024-11-22,2024-12-24,32,2024-12-18,2,29,3,0.7354,0.5465,2024,4
OPP-043520,Account_06653,Rep_030,Manager_02,Mid,Negotiation/Review,Finance,APAC,Enterprise Suite,82720.69,2023-03-13,2023-04-22,40,2023-03-22,20,11,4,0.5676,0.482,2023,1
OPP-043521,Account_01883,Rep_043,Manager_01,Low,Prospecting,Real Estate,APAC,Support Bundle,8595.17,2023-04-05,2023-08-23,140,2023-04-18,8,34,8,0.4132,0.3858,2023,2
OPP-043522,Account_02523,Rep_018,Manager_04,Mid,Prospecting,Manufacturing,APAC,Pro Plan,47763.26,2024-03-04,2024-05-29,86,2024-05-13,9,31,8,0.5592,0.4038,2024,1
OPP-043523,Account_07386,Rep_019,Manager_05,Mid,Prospecting,Technology,APAC,Professional Services,97592.4,2022-10-13,2023-02-04,114,2023-01-25,8,14,3,0.4906,0.5538,2022,4
OPP-043524,Account_06186,Rep_002,Manager_02,Top,Needs Analysis,Media,EMEA,Enterprise Suite,88212.98,2023-04-16,2023-06-22,67,2023-05-09,17,26,6,0.6762,0.7668,2023,2
OPP-043525,Account_07170,Rep_011,Manager_04,Mid,Needs Analysis,Technology,APAC,Add-On Services,23042.28,2023-07-28,2023-10-18,82,2023-09-12,20,27,8,0.5533,0.4418,2023,3
OPP-043526,Account_07411,Rep_019,Manager_05,Mid,Prospecting,Manufacturing,North America,Starter Pack,10009.73,2022-09-09,2023-01-02,115,2022-11-05,2,16,7,0.508,0.556,2022,3
OPP-043527,Account_05144,Rep_041,Manager_06,Low,Prospecting,Energy,North America,Enterprise Suite,82350.86,2023-10-20,2024-05-29,222,2024-05-22,13,11,4,0.3948,0.4245,2023,4
OPP-043528,Account_04446,Rep_047,Manager_05,Low,Negotiation/Review,Logistics,EMEA,Add-On Services,17549.66,2022-07-11,2022-08-09,29,2022-08-03,16,15,2,0.3983,0.2733,2022,3
OPP-043529,Account_04486,Rep_045,Manager_03,Low,Closed Won,Education,APAC,Pro Plan,30960.26,2022-12-20,2023-01-19,30,2022-12-28,6,6,0,0.3487,0.237,2022,4
OPP-043530,Account_01020,Rep_039,Manager_04,Low,Proposal/Price Quote,Energy,EMEA,Starter Pack,11382.99,2022-09-26,2022-12-01,66,2022-11-20,10,7,7,0.3663,0.3784,2022,3
OPP-043531,Account_06275,Rep_034,Manager_06,Low,Closed Won,Energy,North America,Professional Services,95279.52,2024-01-26,2024-02-21,26,2024-01-27,7,23,4,0.3864,0.4075,2024,1
OPP-043532,Account_04938,Rep_009,Manager_02,Top,Value Proposition,Energy,EMEA,Enterprise Suite,139598.37,2023-07-11,2023-08-22,42,2023-07-25,2,17,5,0.7004,0.6571,2023,3
OPP-043533,Account_05872,Rep_005,Manager_05,Top,Negotiation/Review,Energy,LATAM,Enterprise Suite,118006.75,2023-01-03,2023-01-23,20,2023-01-16,8,7,5,0.7177,0.4756,2023,1
OPP-043534,Account_02130,Rep_028,Manager_07,Mid,Needs Analysis,Media,APAC,Support Bundle,17738.0,2024-07-27,2024-10-06,71,2024-10-03,17,3,8,0.5338,0.5127,2024,3
OPP-043535,Account_00479,Rep_033,Manager_05,Low,Qualification,Retail,APAC,Enterprise Suite,95436.49,2022-05-29,2022-08-23,86,2022-05-30,13,20,6,0.3951,0.3343,2022,2
OPP-043536,Account_06833,Rep_018,Manager_04,Mid,Needs Analysis,Manufacturing,LATAM,Professional Services,71306.19,2023-06-05,2023-08-16,72,2023-08-14,14,15,8,0.474,0.3755,2023,2
OPP-043537,Account_04390,Rep_044,Manager_02,Low,Decision Makers,Real Estate,APAC,Professional Services,56212.16,2023-08-08,2023-10-09,62,2023-09-23,6,29,5,0.3624,0.338,2023,3
OPP-043538,Account_07723,Rep_002,Manager_02,Top,Needs Analysis,Technology,EMEA,Support Bundle,19885.36,2024-09-01,2024-10-22,51,2024-10-04,6,16,2,0.6981,0.5378,2024,3
OPP-043539,Account_06670,Rep_043,Manager_01,Low,Qualification,Real Estate,APAC,Pro Plan,63250.85,2022-07-13,2022-12-17,157,2022-11-07,2,12,2,0.3919,0.3036,2022,3
OPP-043540,Account_02835,Rep_005,Manager_05,Top,Proposal/Price Quote,Energy,North America,Starter Pack,10715.92,2023-07-01,2023-07-29,28,2023-07-24,3,2,0,0.7588,0.8099,2023,3
OPP-043541,Account_04110,Rep_026,Manager_05,Mid,Qualification,Logistics,North America,Enterprise Suite,82075.88,2024-12-15,2024-12-31,113,2025-01-20,5,32,4,0.4924,0.3384,2024,4
OPP-043542,Account_02406,Rep_012,Manager_05,Mid,Needs Analysis,Energy,North America,Enterprise Suite,70493.87,2024-07-17,2024-09-09,54,2024-08-06,7,26,3,0.5623,0.4768,2024,3
OPP-043543,Account_05063,Rep_042,Manager_07,Low,Negotiation/Review,Technology,EMEA,Pro Plan,33006.28,2023-02-27,2023-04-13,45,2023-02-28,3,27,5,0.3948,0.3682,2023,1
OPP-043544,Account_01929,Rep_010,Manager_03,Top,Needs Analysis,Real Estate,North America,Pro Plan,35672.86,2022-05-04,2022-06-12,39,2022-05-29,19,12,7,0.6793,0.7584,2022,2
OPP-043545,Account_03063,Rep_022,Manager_01,Mid,Prospecting,Manufacturing,North America,Professional Services,94596.02,2022-02-07,2022-05-04,86,2022-03-06,20,10,4,0.4839,0.3509,2022,1
OPP-043546,Account_00947,Rep_025,Manager_04,Mid,Needs Analysis,Finance,APAC,Pro Plan,64637.91,2022-11-21,2023-01-17,57,2022-11-25,18,20,1,0.5688,0.5452,2022,4
OPP-043547,Account_00245,Rep_012,Manager_05,Mid,Qualification,Retail,APAC,Add-On Services,29619.99,2023-02-05,2023-06-09,124,2023-03-25,19,21,5,0.5674,0.5058,2023,1
OPP-043548,Account_07663,Rep_038,Manager_03,Low,Decision Makers,Logistics,APAC,Enterprise Suite,156098.66,2024-07-30,2024-09-22,54,2024-08-28,7,12,0,0.4037,0.3034,2024,3
OPP-043549,Account_06580,Rep_023,Manager_02,Mid,Needs Analysis,Logistics,North America,Add-On Services,24357.95,2022-12-31,2023-04-01,91,2023-03-24,9,15,7,0.5594,0.5839,2022,4
OPP-043550,Account_06439,Rep_022,Manager_01,Mid,Closed Won,Healthcare,APAC,Add-On Services,11601.96,2022-12-25,2023-01-10,16,2022-12-26,18,22,0,0.5041,0.5089,2022,4
OPP-043551,Account_05778,Rep_026,Manager_05,Mid,Proposal/Price Quote,Media,North America,Professional Services,46554.79,2024-03-26,2024-05-16,51,2024-04-05,19,27,5,0.5244,0.4036,2024,1
OPP-043552,Account_00172,Rep_012,Manager_05,Mid,Needs Analysis,Manufacturing,APAC,Pro Plan,33719.82,2022-01-22,2022-05-05,103,2022-03-21,9,21,7,0.5692,0.4153,2022,1
OPP-043553,Account_03477,Rep_038,Manager_03,Low,Needs Analysis,Finance,LATAM,Add-On Services,14996.47,2024-10-10,2024-12-28,79,2024-11-21,14,16,7,0.381,0.4029,2024,4
OPP-043554,Account_03800,Rep_038,Manager_03,Low,Proposal/Price Quote,Manufacturing,EMEA,Add-On Services,18762.46,2022-05-26,2022-08-19,85,2022-06-21,8,4,5,0.4113,0.4546,2022,2
OPP-043555,Account_02928,Rep_034,Manager_06,Low,Proposal/Price Quote,Technology,APAC,Pro Plan,60654.61,2022-04-14,2022-05-29,45,2022-05-24,18,13,8,0.3747,0.3179,2022,2
OPP-043556,Account_03746,Rep_041,Manager_06,Low,Qualification,Media,North America,Add-On Services,27788.74,2022-12-31,2023-04-28,118,2023-03-30,11,13,3,0.374,0.3632,2022,4
OPP-043557,Account_07388,Rep_007,Manager_07,Top,Closed Won,Manufacturing,LATAM,Pro Plan,55630.59,2022-08-06,2022-08-23,17,2022-08-21,10,19,5,0.7076,0.5543,2022,3
OPP-043558,Account_00775,Rep_038,Manager_03,Low,Closed Won,Finance,LATAM,Support Bundle,15596.23,2023-08-01,2023-09-01,31,2023-08-22,2,35,4,0.3685,0.2441,2023,3
OPP-043559,Account_05292,Rep_040,Manager_05,Low,Prospecting,Education,APAC,Professional Services,63310.99,2023-01-17,2023-07-26,190,2023-03-05,2,28,8,0.3611,0.3442,2023,1
OPP-043560,Account_06130,Rep_014,Manager_07,Mid,Needs Analysis,Media,LATAM,Enterprise Suite,116378.02,2024-12-04,2024-12-31,98,2025-01-29,10,23,7,0.5579,0.6189,2024,4
OPP-043561,Account_02521,Rep_007,Manager_07,Top,Proposal/Price Quote,Education,LATAM,Add-On Services,17149.1,2023-11-30,2024-01-14,45,2023-12-18,17,18,0,0.7281,0.4811,2023,4
OPP-043562,Account_05421,Rep_007,Manager_07,Top,Prospecting,Logistics,EMEA,Professional Services,111393.81,2022-02-24,2022-06-14,110,2022-05-29,3,28,6,0.6832,0.7818,2022,1
OPP-043563,Account_06268,Rep_015,Manager_01,Mid,Closed Won,Media,North America,Professional Services,58376.93,2023-10-22,2023-11-06,15,2023-11-04,13,14,7,0.5416,0.5129,2023,4
OPP-043564,Account_02592,Rep_050,Manager_01,Low,Closed Lost,Logistics,LATAM,Professional Services,101595.97,2023-06-06,2023-07-22,46,2023-07-02,13,19,6,0.3632,0.3398,2023,2
OPP-043565,Account_03616,Rep_048,Manager_06,Low,Proposal/Price Quote,Logistics,North America,Starter Pack,14455.76,2022-05-19,2022-08-11,84,2022-07-15,20,20,7,0.3654,0.2777,2022,2
OPP-043566,Account_01686,Rep_022,Manager_01,Mid,Decision Makers,Technology,North America,Starter Pack,10899.78,2023-06-10,2023-08-08,59,2023-07-01,8,29,5,0.5292,0.3862,2023,2
OPP-043567,Account_00340,Rep_032,Manager_04,Low,Needs Analysis,Technology,LATAM,Support Bundle,5850.23,2022-10-04,2023-01-15,103,2022-10-19,8,6,1,0.3569,0.3045,2022,4
OPP-043568,Account_07950,Rep_030,Manager_02,Mid,Qualification,Technology,LATAM,Starter Pack,6406.37,2022-08-19,2022-12-22,125,2022-08-30,18,8,4,0.4681,0.3752,2022,3
OPP-043569,Account_00124,Rep_042,Manager_07,Low,Decision Makers,Education,LATAM,Enterprise Suite,137148.78,2022-04-02,2022-06-14,73,2022-05-22,18,8,0,0.3985,0.3337,2022,2
OPP-043570,Account_06846,Rep_015,Manager_01,Mid,Negotiation/Review,Manufacturing,APAC,Professional Services,51012.01,2022-10-04,2022-11-12,39,2022-10-27,4,32,6,0.5467,0.5216,2022,4
OPP-043571,Account_00493,Rep_014,Manager_07,Mid,Closed Lost,Energy,APAC,Add-On Services,8719.43,2024-09-16,2024-10-15,29,2024-10-01,10,23,5,0.5645,0.4039,2024,3
OPP-043572,Account_04326,Rep_047,Manager_05,Low,Needs Analysis,Energy,EMEA,Enterprise Suite,130564.36,2023-10-15,2024-01-01,78,2023-10-31,10,28,4,0.3844,0.2992,2023,4
OPP-043573,Account_01604,Rep_040,Manager_05,Low,Closed Won,Technology,North America,Add-On Services,22598.59,2024-05-03,2024-05-27,24,2024-05-26,5,3,3,0.3531,0.264,2024,2
OPP-043574,Account_05463,Rep_032,Manager_04,Low,Proposal/Price Quote,Education,APAC,Support Bundle,20879.88,2022-02-09,2022-04-03,53,2022-02-12,11,19,3,0.4005,0.2608,2022,1
OPP-043575,Account_06513,Rep_007,Manager_07,Top,Proposal/Price Quote,Technology,APAC,Pro Plan,26533.38,2024-08-29,2024-09-23,25,2024-09-23,9,6,6,0.729,0.6438,2024,3
OPP-043576,Account_00231,Rep_015,Manager_01,Mid,Negotiation/Review,Technology,North America,Professional Services,60944.16,2022-11-05,2022-12-06,31,2022-11-10,9,18,4,0.4839,0.392,2022,4
OPP-043577,Account_06811,Rep_004,Manager_04,Top,Closed Lost,Retail,LATAM,Enterprise Suite,119522.36,2024-04-25,2024-05-19,24,2024-04-27,9,9,1,0.7229,0.7109,2024,2
OPP-043578,Account_03064,Rep_047,Manager_05,Low,Closed Won,Healthcare,LATAM,Pro Plan,31339.06,2022-12-04,2022-12-23,19,2022-12-05,13,12,3,0.3504,0.2779,2022,4
OPP-043579,Account_01323,Rep_041,Manager_06,Low,Negotiation/Review,Real Estate,APAC,Enterprise Suite,178788.75,2022-05-01,2022-05-29,28,2022-05-22,5,3,1,0.4158,0.4319,2022,2
OPP-043580,Account_05429,Rep_009,Manager_02,Top,Needs Analysis,Manufacturing,LATAM,Add-On Services,16863.79,2022-01-02,2022-03-08,65,2022-01-20,10,23,4,0.6973,0.752,2022,1
OPP-043581,Account_03300,Rep_039,Manager_04,Low,Decision Makers,Manufacturing,LATAM,Pro Plan,57999.67,2024-04-06,2024-06-03,58,2024-04-24,20,10,5,0.4113,0.2923,2024,2
OPP-043582,Account_06401,Rep_040,Manager_05,Low,Qualification,Real Estate,EMEA,Starter Pack,17497.54,2022-09-09,2022-12-11,93,2022-10-12,10,33,2,0.3878,0.3987,2022,3
OPP-043583,Account_03705,Rep_023,Manager_02,Mid,Closed Lost,Finance,EMEA,Add-On Services,27441.13,2022-08-28,2022-09-25,28,2022-09-23,15,2,2,0.5702,0.5241,2022,3
OPP-043584,Account_05770,Rep_015,Manager_01,Mid,Proposal/Price Quote,Education,APAC,Starter Pack,15422.85,2023-06-03,2023-07-31,58,2023-07-11,5,7,3,0.5608,0.5877,2023,2
OPP-043585,Account_01328,Rep_023,Manager_02,Mid,Closed Won,Technology,APAC,Starter Pack,17857.47,2023-02-23,2023-03-09,14,2023-03-04,6,14,0,0.5402,0.3623,2023,1
OPP-043586,Account_07393,Rep_037,Manager_02,Low,Proposal/Price Quote,Healthcare,EMEA,Professional Services,59077.41,2024-04-06,2024-05-22,46,2024-05-13,16,34,5,0.4144,0.3176,2024,2
OPP-043587,Account_03456,Rep_045,Manager_03,Low,Prospecting,Technology,EMEA,Support Bundle,7810.21,2024-08-17,2024-12-31,192,2024-08-22,8,17,3,0.3486,0.3259,2024,3
OPP-043588,Account_06346,Rep_005,Manager_05,Top,Value Proposition,Real Estate,LATAM,Support Bundle,18523.2,2024-08-01,2024-09-16,46,2024-09-03,14,2,7,0.767,0.877,2024,3
OPP-043589,Account_05508,Rep_048,Manager_06,Low,Decision Makers,Real Estate,APAC,Starter Pack,17385.69,2022-06-25,2022-09-26,93,2022-07-04,10,35,1,0.3858,0.398,2022,2
OPP-043590,Account_04317,Rep_001,Manager_01,Top,Proposal/Price Quote,Manufacturing,APAC,Enterprise Suite,97490.98,2022-02-28,2022-04-04,35,2022-04-04,17,20,1,0.7078,0.5424,2022,1
OPP-043591,Account_00986,Rep_049,Manager_07,Low,Value Proposition,Retail,APAC,Support Bundle,12067.52,2022-03-25,2022-07-08,105,2022-04-12,4,13,8,0.3686,0.4148,2022,1
OPP-043592,Account_02318,Rep_034,Manager_06,Low,Proposal/Price Quote,Healthcare,North America,Enterprise Suite,108968.9,2022-09-28,2022-11-15,48,2022-10-05,16,22,5,0.4153,0.3504,2022,3
OPP-043593,Account_03688,Rep_013,Manager_06,Mid,Qualification,Finance,LATAM,Enterprise Suite,143059.43,2023-08-13,2023-12-03,112,2023-11-10,7,11,8,0.5112,0.5666,2023,3
OPP-043594,Account_04640,Rep_016,Manager_02,Mid,Negotiation/Review,Education,LATAM,Pro Plan,19984.72,2022-10-05,2022-11-11,37,2022-10-12,17,10,4,0.5039,0.3862,2022,4
OPP-043595,Account_03819,Rep_006,Manager_06,Top,Decision Makers,Media,LATAM,Starter Pack,8452.16,2022-02-22,2022-03-27,33,2022-02-25,2,12,7,0.7101,0.5745,2022,1
OPP-043596,Account_03837,Rep_026,Manager_05,Mid,Closed Won,Education,EMEA,Enterprise Suite,58257.1,2022-08-27,2022-09-22,26,2022-09-12,16,8,4,0.502,0.4425,2022,3
OPP-043597,Account_02890,Rep_049,Manager_07,Low,Prospecting,Healthcare,North America,Support Bundle,8499.43,2023-12-13,2024-04-23,132,2024-01-10,18,6,2,0.35,0.3674,2023,4
OPP-043598,Account_03534,Rep_039,Manager_04,Low,Value Proposition,Manufacturing,North America,Enterprise Suite,158222.71,2022-12-30,2023-02-25,57,2023-02-06,20,23,8,0.3929,0.3931,2022,4
OPP-043599,Account_05339,Rep_031,Manager_03,Low,Prospecting,Manufacturing,LATAM,Pro Plan,23605.31,2023-07-06,2024-01-22,200,2023-08-18,20,30,7,0.3533,0.3273,2023,3
OPP-043600,Account_06058,Rep_024,Manager_03,Mid,Proposal/Price Quote,Media,LATAM,Add-On Services,16279.84,2024-02-24,2024-03-31,36,2024-02-26,13,2,6,0.5342,0.3554,2024,1
